Course ID,Dept Cd,Major Disproportionate Impact,URM Disproportionate Impact,First Gen Disproportionate Impact, Gender Disproportionate Impact,Transfer Disproportionate Impact,N,N Qtrs w/Enrollment,Count of DFW Grades,% DFW,Avg. End Waitlist Count/Qtr,Avg. N Students Affected/Offering,N Courses Blocked ,Max. Complexity,Impact Index 
BIEB150,BIOL,,,,,,417,3,9,2%,1,4,0.0,2.0,3
BIEB150,ESYS,,,,,,29,3,2,7%,1,2,,,1
BIEB150,SIO,,,,,,40,3,2,5%,1,2,,,1
BIEB152,BIOL,,Y,,,,1582,5,82,5%,19,35,,,8
BIEB152,ESYS,,Y,,,,46,5,6,13%,19,20,,,5
BIEB152,SPH,,Y,,,,36,5,2,6%,19,19,,,4
BIEB154,BIOL,,,,,,104,3,14,13%,0,5,,,2
BIEB156,BIOL,,,,,,45,1,5,11%,9,14,,,14
BIEB166,BIOL,,,,,,322,2,9,3%,10,15,,,7
BIEB166,ESYS,,,,,,36,2,1,3%,10,11,,,5
BIEB174,BIOL,,,,,,450,3,21,5%,0,7,,,2
BIEB174,ESYS,,,,,,65,3,3,5%,0,1,,,0
BIEB176,BIOL,,,,,,37,1,1,3%,0,1,,,1
BIEB182,BIOL,,,,,,68,2,5,7%,0,3,,,1
BIEB194,BIOL,,,,,,22,2,0,0%,0,0,,,0
BILD1,ANTH,,Y,Y,,,85,9,10,12%,18,19,1.0,3.0,21
BILD1,BENG,,Y,Y,,,140,9,8,6%,18,19,10.0,16.0,49
BILD1,BIOL,,Y,Y,,,2639,9,216,8%,18,42,6.0,9.0,57
BILD1,CENG,,Y,Y,,,35,8,2,6%,18,18,,,17
BILD1,CHEM,,Y,Y,,,895,9,61,7%,18,25,1.0,3.0,23
BILD1,COGS,,Y,Y,,,273,9,31,11%,18,21,,,17
BILD1,COMM,,Y,Y,,,44,9,8,18%,18,19,,,17
BILD1,CSE,,Y,Y,,,321,9,15,5%,18,20,6.0,9.0,35
BILD1,DSC,,Y,Y,,,89,9,10,11%,18,19,,,17
BILD1,ECE,,Y,Y,,,45,9,5,11%,18,19,,,17
BILD1,ECON,,Y,Y,,Y,254,9,41,16%,18,23,,,18
BILD1,EDS,,Y,Y,,,28,8,8,29%,18,19,,,17
BILD1,ESYS,,Y,Y,,,116,9,7,6%,18,19,2.0,4.0,23
BILD1,GLBH,,Y,Y,,,172,9,14,8%,18,20,1.0,3.0,22
BILD1,HDS,,Y,Y,,,128,9,10,8%,18,19,,,17
BILD1,HIST,,Y,Y,,,20,9,1,5%,18,18,,,17
BILD1,INTL,,Y,Y,,,98,9,16,16%,18,20,,,17
BILD1,LING,,Y,Y,,,22,6,0,0%,18,18,,,18
BILD1,LIT,,Y,Y,,,43,9,7,16%,18,19,,,17
BILD1,MAE,,Y,Y,,,52,9,4,8%,18,18,,,17
BILD1,MATH,,Y,Y,,,199,9,12,6%,18,19,,,17
BILD1,NENG,,Y,Y,,,94,9,4,4%,18,18,0.0,1.0,17
BILD1,PHYS,,Y,Y,,,47,9,3,6%,18,18,1.0,3.0,21
BILD1,POLI,,Y,Y,,,116,9,14,12%,18,20,,,17
BILD1,PSYC,Y,Y,Y,,,1341,9,229,17%,18,43,,,20
BILD1,SE,,Y,Y,,,38,9,9,24%,18,19,,,17
BILD1,SIO,,Y,Y,,,274,9,27,10%,18,21,2.0,4.0,24
BILD1,SOC,Y,Y,Y,,,83,9,19,23%,18,20,,,17
BILD1,SPH,,Y,Y,,,375,9,52,14%,18,24,1.0,3.0,23
BILD1,UNAF,,Y,Y,,,354,9,48,14%,18,23,,,18
BILD1,USP,,Y,Y,,,23,7,3,13%,18,18,,,18
BILD1,VIS,,Y,Y,,,92,9,16,17%,18,20,,,17
BILD10,ECON,,Y,Y,,,58,3,16,28%,0,5,,,3
BILD10,INTL,,Y,Y,,,23,3,4,17%,0,1,,,1
BILD10,MATH,,Y,Y,,,28,3,2,7%,0,1,,,1
BILD10,POLI,,Y,Y,,,39,3,7,18%,0,2,,,2
BILD10,PSYC,,Y,Y,,,151,3,27,18%,0,9,,,4
BILD10,UNAF,,Y,Y,,,28,3,4,14%,0,1,,,1
BILD12,PSYC,,,,,,50,2,4,8%,0,2,,,1
BILD2,ANTH,,,,,,61,9,2,3%,7,7,0.0,2.0,2
BILD2,BIOL,,,,,,2061,9,77,4%,7,16,3.0,6.0,10
BILD2,CHEM,,,,,,812,9,28,3%,7,10,0.0,2.0,2
BILD2,COGS,,,,,,157,9,7,4%,7,8,,,1
BILD2,CSE,,,,,,36,9,0,0%,7,7,,,1
BILD2,ECON,,,,,,37,9,0,0%,7,7,,,1
BILD2,GLBH,,,,,,159,9,3,2%,7,7,0.0,2.0,2
BILD2,HDS,,,,,,75,9,1,1%,7,7,,,1
BILD2,MATH,,,,,,30,9,1,3%,7,7,,,1
BILD2,PSYC,,,,,,471,9,32,7%,7,11,,,1
BILD2,SIO,,,,,,251,9,12,5%,7,8,0.0,2.0,2
BILD2,SOC,,,,,,22,8,5,23%,7,8,,,1
BILD2,SPH,,,,,,338,9,11,3%,7,8,0.0,2.0,2
BILD2,UNAF,,,,,,114,9,6,5%,7,8,,,1
BILD20,ECON,,,,,,32,4,4,13%,2,3,,,1
BILD20,INTL,,,,,,27,4,2,7%,2,3,,,1
BILD20,PSYC,,,,,,223,4,10,4%,2,5,,,1
BILD20,SPH,,,,,,34,4,3,9%,2,3,,,1
BILD22,CHEM,,,,,,23,3,1,4%,1,1,,,0
BILD22,COGS,,,,,,31,3,2,6%,1,2,,,1
BILD22,COMM,,,,,,24,3,1,4%,1,1,,,0
BILD22,CSE,,,,,,21,3,1,5%,1,1,,,0
BILD22,ECON,,,,,,168,3,10,6%,1,4,,,1
BILD22,EDS,,,,,,23,3,2,9%,1,2,,,1
BILD22,INTL,,,,,,60,3,1,2%,1,1,,,0
BILD22,MAE,,,,,,25,3,0,0%,1,1,,,0
BILD22,MATH,,,,,,83,3,3,4%,1,2,,,1
BILD22,POLI,,,,,,65,3,3,5%,1,2,,,1
BILD22,PSYC,,,,,,111,3,7,6%,1,3,,,1
BILD22,SOC,,,,,,32,3,4,13%,1,2,,,1
BILD22,SPH,,,,,,84,3,1,1%,1,1,,,0
BILD22,UNAF,,,,,,42,3,4,10%,1,2,,,1
BILD22,VIS,,,,,,34,3,0,0%,1,1,,,0
BILD26,PSYC,,,,,,60,1,7,12%,0,7,,,7
BILD28,BIOL,,,,,,47,2,14,30%,0,7,,,4
BILD3,ANTH,,Y,Y,,,67,9,5,7%,8,9,,,4
BILD3,BENG,,Y,Y,,,112,9,4,4%,8,8,1.0,3.0,6
BILD3,BIOL,,Y,Y,,,2573,9,174,7%,8,27,3.0,5.0,19
BILD3,CENG,,Y,Y,,,36,9,1,3%,8,8,,,4
BILD3,CHEM,,Y,Y,,,492,9,30,6%,8,11,,,5
BILD3,COGS,,Y,Y,,,289,9,17,6%,8,10,,,5
BILD3,COMM,,Y,Y,,,52,9,3,6%,8,8,,,4
BILD3,CSE,,Y,Y,,,324,9,8,2%,8,9,1.0,3.0,6
BILD3,DSC,,Y,Y,,,94,9,4,4%,8,8,,,4
BILD3,ECE,,Y,Y,,,50,9,4,8%,8,8,,,4
BILD3,ECON,,Y,Y,,,362,9,28,8%,8,11,,,5
BILD3,EDS,,Y,Y,,,36,9,4,11%,8,8,,,4
BILD3,ESYS,,Y,Y,,,219,9,12,5%,8,9,1.0,3.0,7
BILD3,GLBH,,Y,Y,,,181,9,11,6%,8,9,0.0,1.0,5
BILD3,HDS,,Y,Y,,,108,9,9,8%,8,9,,,5
BILD3,HIST,,Y,Y,,,20,8,1,5%,8,8,,,5
BILD3,INTL,,Y,Y,,,156,9,17,11%,8,10,,,5
BILD3,LING,,Y,Y,,,21,7,0,0%,8,8,,,5
BILD3,LIT,,Y,Y,,,41,9,1,2%,8,8,,,4
BILD3,MAE,,Y,Y,,,60,9,8,13%,8,9,,,4
BILD3,MATH,,Y,Y,,,216,9,18,8%,8,10,,,5
BILD3,MUS,,Y,Y,,,21,8,2,10%,8,8,,,5
BILD3,PHYS,,Y,Y,,,33,9,3,9%,8,8,,,4
BILD3,POLI,,Y,Y,,,181,9,22,12%,8,10,,,5
BILD3,PSYC,,Y,Y,,,1340,9,124,9%,8,22,,,6
BILD3,SE,,Y,Y,,,51,9,3,6%,8,8,,,4
BILD3,SIO,,Y,Y,,,293,9,35,12%,8,12,5.0,8.0,14
BILD3,SOC,,Y,Y,,,88,9,15,17%,8,10,,,5
BILD3,SPH,,Y,Y,,,420,9,33,8%,8,12,0.0,1.0,5
BILD3,THEA,,Y,Y,,,21,7,3,14%,8,8,,,5
BILD3,UNAF,,Y,Y,,,286,9,19,7%,8,10,,,5
BILD3,USP,,Y,Y,,,48,9,2,4%,8,8,,,4
BILD3,VIS,,Y,Y,,,104,9,10,10%,8,9,,,5
BILD32,BIOL,,Y,Y,,,67,3,14,21%,0,5,,,3
BILD32,CHEM,,Y,Y,,,20,3,2,10%,0,1,,,1
BILD32,COGS,,Y,Y,,,25,3,1,4%,0,0,,,1
BILD32,ECON,,Y,Y,,,71,3,9,13%,0,3,,,2
BILD32,INTL,,Y,Y,,,25,3,7,28%,0,2,,,2
BILD32,MATH,,Y,Y,,,41,3,3,7%,0,1,,,1
BILD32,POLI,,Y,Y,,,46,3,5,11%,0,2,,,2
BILD32,PSYC,,Y,Y,,,68,3,8,12%,0,3,,,2
BILD32,SOC,,Y,Y,,,24,3,4,17%,0,1,,,2
BILD32,UNAF,,Y,Y,,,30,3,8,27%,0,3,,,2
BILD32,VIS,,Y,Y,,,22,3,4,18%,0,1,,,2
BILD4,ANTH,,,,,,33,8,0,0%,22,22,,,3
BILD4,BENG,,,,,,98,9,4,4%,22,22,4.0,7.0,17
BILD4,BIOL,,,,,,4124,9,86,2%,22,32,4.0,7.0,25
BILD4,CHEM,,,,,,275,9,3,1%,22,22,,,2
BILD4,COGS,,,,,,91,9,3,3%,22,22,,,2
BILD4,CSE,,,,,,40,8,2,5%,22,22,4.0,7.0,19
BILD4,ECON,,,,,,27,6,1,4%,22,22,,,4
BILD4,GLBH,,,,,,70,8,4,6%,22,23,,,3
BILD4,HDS,,,,,,30,9,2,7%,22,22,,,2
BILD4,MATH,,,,,,32,8,5,16%,22,23,,,3
BILD4,PSYC,,,,,,167,9,6,4%,22,23,,,3
BILD4,SIO,,,,,,36,8,2,6%,22,22,,,3
BILD4,SPH,,,,,,93,9,3,3%,22,22,,,2
BILD4,UNAF,,,,,,111,9,2,2%,22,22,,,2
BILD5,BIOL,,Y,Y,,,173,7,18,10%,1,4,,,1
BILD60,BIOL,,,,,,246,7,8,3%,1,2,,,0
BILD60,CHEM,,,,,,30,7,0,0%,1,1,,,0
BILD60,PSYC,,,,,,30,7,0,0%,1,1,,,0
BILD61,BIOL,,,,,,62,2,5,8%,0,3,,,1
BILD61,PSYC,,,,,,22,2,3,14%,0,2,,,1
BILD62,BIOL,,,,,,180,4,12,7%,3,6,,,2
BILD62,CHEM,,,,,,24,4,3,13%,3,4,,,1
BILD70,BIOL,,,,,,60,2,0,0%,0,0,,,0
BILD80,BIOL,,,,,,106,3,5,5%,0,2,,,1
BILD81,BIOL,,,,,,62,3,1,2%,0,0,,,0
BILD83,BIOL,,,,,,60,5,3,5%,0,1,,,0
BILD84R,BIOL,,,,,,154,2,2,1%,0,1,,,1
BILD87,BIOL,,,,,,105,8,1,1%,0,0,,,0
BILD92,BIOL,,,,,,30,3,3,10%,0,1,,,0
BILD99,BIOL,,,,,,35,8,1,3%,0,0,,,0
BIMM100,BENG,,Y,Y,,,83,9,5,6%,7,8,2.0,7.0,9
BIMM100,BIOL,,Y,Y,,Y,4345,9,362,8%,7,47,2.0,8.0,45
BIMM100,CHEM,Y,Y,Y,,,35,8,9,26%,7,8,,,4
BIMM100,COGS,,Y,Y,,,24,9,2,8%,7,7,,,4
BIMM100,CSE,,Y,Y,,,30,9,0,0%,7,7,2.0,8.0,9
BIMM100,GLBH,,Y,Y,,,42,9,4,10%,7,7,,,4
BIMM100,PSYC,,Y,Y,,,43,9,2,5%,7,7,,,4
BIMM100,SPH,,Y,Y,,,52,9,4,8%,7,7,,,4
BIMM101,BIOL,,,,,,2235,9,108,5%,2,14,,,2
BIMM101,CSE,,,,,,22,8,1,5%,2,2,0.0,2.0,1
BIMM101,GLBH,,,,,,31,9,4,13%,2,2,,,0
BIMM101,PSYC,,,,,,31,8,0,0%,2,2,,,0
BIMM101,SIO,,,,,,24,8,2,8%,2,2,,,0
BIMM101,SPH,,,,,,33,7,3,9%,2,2,,,0
BIMM110,BIOL,,,,,,1114,8,36,3%,0,5,,,1
BIMM112,BIOL,,,,,,318,2,20,6%,0,10,,,5
BIMM114,BIOL,,,,,Y,459,3,77,17%,1,27,,,9
BIMM116,BIOL,,,,,,235,1,15,6%,0,15,,,15
BIMM116R,BIOL,,,,,,531,2,15,3%,5,13,,,6
BIMM118,BIOL,,,,,,61,2,5,8%,0,3,,,1
BIMM120,BIOL,,,,,,1604,9,59,4%,1,8,0.0,6.0,5
BIMM120,CHEM,,,,,,99,9,2,2%,1,1,,,0
BIMM120,SPH,,,,,,23,8,1,4%,1,1,,,0
BIMM121,BIOL,,,,,,1465,9,43,3%,5,10,0.0,2.0,2
BIMM121,CHEM,,,,,,80,9,2,3%,5,5,,,1
BIMM121,GLBH,,,,,,21,8,2,10%,5,5,,,1
BIMM121,PSYC,,,,,,33,8,0,0%,5,5,,,1
BIMM121,SPH,,,,,,31,9,0,0%,5,5,,,1
BIMM122,BIOL,,,,,,407,3,19,5%,0,6,0.0,6.0,13
BIMM124,BIOL,,,,,,182,2,32,18%,0,16,,,8
BIMM130,BIOL,,,,,,25,2,0,0%,0,0,,,0
BIMM134,BIOL,,,,,,1494,4,102,7%,21,47,,,12
BIMM134,CHEM,,,,,,24,4,2,8%,21,22,,,5
BIMM134,SPH,,,,,,30,4,5,17%,21,22,,,6
BIMM140,BIOL,,,,,,256,2,6,2%,1,4,,,2
BIMM143,BIOL,,,,,,751,9,38,5%,3,7,,,1
BIMM170,BIOL,,,,,,30,1,0,0%,0,0,,,0
BIMM172,BIOL,,,,,,129,3,4,3%,0,1,,,0
BIMM181,BIOL,,,,,,142,3,14,10%,0,5,0.0,6.0,9
BIMM182,BIOL,,,,,,141,3,2,1%,2,3,0.0,5.0,4
BIMM194,BIOL,,,,,,777,9,6,1%,3,4,,,0
BIPN100,BENG,,Y,Y,,,27,9,1,4%,11,11,,,5
BIPN100,BIOL,,Y,Y,,Y,4144,9,622,15%,11,80,0.0,3.0,30
BIPN100,CHEM,,Y,Y,,,435,9,55,13%,11,17,,,5
BIPN100,COGS,,Y,Y,,,110,9,12,11%,11,12,,,5
BIPN100,GLBH,,Y,Y,,,156,9,30,19%,11,14,,,5
BIPN100,HDS,,Y,Y,,,35,7,8,23%,11,12,,,5
BIPN100,PSYC,,Y,Y,,,173,9,22,13%,11,13,,,5
BIPN100,SIO,,Y,Y,,,23,8,4,17%,11,12,,,5
BIPN100,SPH,,Y,Y,,,287,9,45,16%,11,16,,,5
BIPN102,BIOL,,,,,,984,6,64,7%,1,12,,,2
BIPN102,CHEM,,,,,,65,6,3,5%,1,2,,,0
BIPN102,GLBH,,,,,,20,6,3,15%,1,2,,,0
BIPN102,PSYC,,,,,,24,5,3,13%,1,2,,,0
BIPN102,SPH,,,,,,21,6,1,5%,1,1,,,0
BIPN105,BIOL,,,,,,640,9,57,9%,3,9,,,1
BIPN105,CHEM,,,,,,29,8,0,0%,3,3,,,0
BIPN105,PSYC,,,,,,23,9,1,4%,3,3,,,0
BIPN105,SPH,,,,,,29,6,3,10%,3,4,,,1
BIPN108,BIOL,,,,,,566,2,0,0%,4,4,,,2
BIPN120,BIOL,,,Y,,,856,3,78,9%,9,35,,,13
BIPN134,BIOL,,,Y,,,1013,3,84,8%,0,28,,,11
BIPN140,BIOL,,Y,Y,,,1201,9,142,12%,8,24,0.0,3.0,9
BIPN140,CHEM,,Y,Y,,,36,9,7,19%,8,9,,,2
BIPN140,COGS,,Y,Y,,,24,9,2,8%,8,8,,,2
BIPN140,PSYC,,Y,Y,,,27,8,4,15%,8,9,,,2
BIPN142,BIOL,,,,,,92,2,4,4%,1,3,,,2
BIPN144,BIOL,,,,,,259,3,2,1%,4,5,,,2
BIPN145,BIOL,,,,,,951,9,25,3%,1,4,0.0,4.0,2
BIPN146,BIOL,,,,,,35,1,3,9%,0,3,,,3
BIPN147,BIOL,,,,,,49,1,3,6%,0,3,,,3
BIPN148,BIOL,,,,,,323,2,15,5%,1,9,,,4
BIPN150,BIOL,,,,,,302,3,7,2%,0,2,,,1
BIPN152,BIOL,,,,,,257,2,5,2%,0,3,,,1
BIPN154,BIOL,,,,,,183,3,17,9%,0,6,,,2
BIPN156,BIOL,,,,,,110,1,1,1%,0,1,,,1
BIPN160,BIOL,,,,,,507,3,7,1%,9,11,,,4
BIPN162,BIOL,,,,,,65,3,1,2%,0,0,,,0
BIPN164,BIOL,,,Y,,,73,3,13,18%,0,4,,,2
BIPN189,BIOL,,,Y,,,67,3,7,10%,6,8,,,4
BIPN194,BIOL,,,,,,285,9,4,1%,0,0,,,0
BISP170,BIOL,,,,,,86,3,1,1%,0,0,,,0
BISP182,BIOL,,,,,,27,6,0,0%,0,0,,,0
BISP193,BIOL,,,,,,60,9,0,0%,0,0,,,0
BISP194,BIOL,,,,,,473,9,7,1%,4,5,,,1
BISP195,BIOL,,,,,,939,9,8,1%,0,1,,,0
BISP196,BIOL,,,,,,361,9,1,0%,0,0,,,0
BISP197,BIOL,,,,,,184,9,1,1%,0,0,,,0
BISP199,BIOL,,,,,,1998,9,3,0%,0,0,,,0
BISP199,CHEM,,,,,,32,9,0,0%,0,0,,,0
BISP199,ESYS,,,,,,26,7,0,0%,0,0,,,0
CAT1,BENG,,,,,,38,3,0,0%,13,13,,,4
CAT1,BIOL,,,,,,397,3,3,1%,13,14,,,5
CAT1,CENG,,,,,,37,3,1,3%,13,13,,,4
CAT1,CHEM,,,,,,118,3,1,1%,13,13,,,4
CAT1,COGS,,,,,,198,3,1,1%,13,13,,,4
CAT1,COMM,,,,,,35,3,0,0%,13,13,,,4
CAT1,CSE,,,,,,173,3,2,1%,13,14,,,5
CAT1,DSC,,,,,,129,3,1,1%,13,13,,,4
CAT1,ECE,,,,,,96,3,3,3%,13,14,,,5
CAT1,ECON,,,,,,210,3,3,1%,13,14,,,5
CAT1,ESYS,,,,,,21,3,0,0%,13,13,,,4
CAT1,HDS,,,,,,21,3,0,0%,13,13,,,4
CAT1,INTL,,,,,,98,3,3,3%,13,14,,,5
CAT1,LIT,,,,,,21,3,0,0%,13,13,,,4
CAT1,MAE,,,,,,141,3,2,1%,13,14,,,5
CAT1,MATH,,,,,,251,3,6,2%,13,15,,,5
CAT1,PHYS,,,,,,31,3,1,3%,13,13,,,4
CAT1,POLI,,,,,,60,3,0,0%,13,13,,,4
CAT1,PSYC,,,,,,186,3,2,1%,13,14,,,5
CAT1,SE,,,,,,52,3,1,2%,13,13,,,4
CAT1,SIO,,,,,,33,3,0,0%,13,13,,,4
CAT1,SPH,,,,,,37,3,0,0%,13,13,,,4
CAT1,UNAF,,,,,,216,3,2,1%,13,14,,,5
CAT1,USP,,,,,,35,3,1,3%,13,13,,,4
CAT1,VIS,,,,,,108,3,3,3%,13,14,,,5
CAT125,BENG,,,,,,22,8,0,0%,7,7,,,1
CAT125,BIOL,,,,,,237,8,4,2%,7,8,,,1
CAT125,CHEM,,,,,,59,8,2,3%,7,7,,,1
CAT125,COGS,,,,,,183,8,6,3%,7,8,,,1
CAT125,COMM,,,,,,75,8,0,0%,7,7,,,1
CAT125,CSE,,,,,,109,8,3,3%,7,7,,,1
CAT125,DSC,,,,,,67,8,0,0%,7,7,,,1
CAT125,ECE,,,,,,62,8,2,3%,7,7,,,1
CAT125,ECON,,,,,,193,8,10,5%,7,8,,,1
CAT125,INTL,,,,,,94,8,3,3%,7,7,,,1
CAT125,LIT,,,,,,22,8,2,9%,7,7,,,1
CAT125,MAE,,,,,,70,8,1,1%,7,7,,,1
CAT125,MATH,,,,,,171,8,6,4%,7,8,,,1
CAT125,PHYS,,,,,,21,8,3,14%,7,7,,,1
CAT125,POLI,,,,,,49,8,1,2%,7,7,,,1
CAT125,PSYC,,,,,,168,8,6,4%,7,8,,,1
CAT125,SE,,,,,,26,7,1,4%,7,7,,,1
CAT125,SIO,,,,,,42,8,0,0%,7,7,,,1
CAT125,SOC,,,,,,40,8,3,8%,7,7,,,1
CAT125,SPH,,,,,,38,8,0,0%,7,7,,,1
CAT125,USP,,,,,,35,6,0,0%,7,7,,,1
CAT125,VIS,,,,,,97,8,6,6%,7,8,,,1
CAT125R,BENG,,,,,,33,9,1,3%,14,14,,,2
CAT125R,BIOL,,,,,,218,9,3,1%,14,14,,,2
CAT125R,CENG,,,,,,27,8,0,0%,14,14,,,2
CAT125R,CHEM,,,,,,57,9,4,7%,14,14,,,2
CAT125R,COGS,,,,,,160,9,8,5%,14,15,,,2
CAT125R,COMM,,,,,,46,9,3,7%,14,14,,,2
CAT125R,CSE,,,,,,137,9,5,4%,14,15,,,2
CAT125R,DSC,,,,,,72,9,1,1%,14,14,,,2
CAT125R,ECE,,,,,,86,9,3,3%,14,14,,,2
CAT125R,ECON,,,,,,146,9,5,3%,14,15,,,2
CAT125R,INTL,,,,,,84,9,8,10%,14,15,,,2
CAT125R,MAE,,,,,,63,9,1,2%,14,14,,,2
CAT125R,MATH,,,,,,147,9,3,2%,14,14,,,2
CAT125R,POLI,,,,,,29,9,2,7%,14,14,,,2
CAT125R,PSYC,,,,,,132,9,6,5%,14,15,,,2
CAT125R,SE,,,,,,36,9,1,3%,14,14,,,2
CAT125R,SOC,,,,,,28,9,2,7%,14,14,,,2
CAT125R,SPH,,,,,,33,9,0,0%,14,14,,,2
CAT125R,USP,,,,,,20,6,2,10%,14,14,,,2
CAT125R,VIS,,,,,,50,8,2,4%,14,14,,,2
CAT2,BENG,,,,,,38,3,0,0%,11,11,,,4
CAT2,BIOL,,,,,,394,3,6,2%,11,13,,,4
CAT2,CENG,,,,,,36,3,0,0%,11,11,,,4
CAT2,CHEM,,,,,,127,3,4,3%,11,12,,,4
CAT2,COGS,,,,,,233,3,3,1%,11,12,,,4
CAT2,COMM,,,,,,35,3,0,0%,11,11,,,4
CAT2,CSE,,,,,,172,3,4,2%,11,12,,,4
CAT2,DSC,,,,,,131,3,1,1%,11,11,,,4
CAT2,ECE,,,,,,96,3,2,2%,11,12,,,4
CAT2,ECON,,,,,,209,3,3,1%,11,12,,,4
CAT2,HDS,,,,,,20,3,0,0%,11,11,,,4
CAT2,INTL,,,,,,88,3,3,3%,11,12,,,4
CAT2,MAE,,,,,,136,3,1,1%,11,11,,,4
CAT2,MATH,,,,,,283,3,7,2%,11,13,,,4
CAT2,PHYS,,,,,,32,3,0,0%,11,11,,,4
CAT2,POLI,,,,,,58,3,1,2%,11,11,,,4
CAT2,PSYC,,,,,,190,3,4,2%,11,12,,,4
CAT2,SE,,,,,,50,3,0,0%,11,11,,,4
CAT2,SIO,,,,,,32,3,0,0%,11,11,,,4
CAT2,SOC,,,,,,23,3,1,4%,11,11,,,4
CAT2,SPH,,,,,,40,3,0,0%,11,11,,,4
CAT2,UNAF,,,,,,146,3,5,3%,11,13,,,4
CAT2,USP,,,,,,37,3,0,0%,11,11,,,4
CAT2,VIS,,,,,,102,3,2,2%,11,12,,,4
CAT3,BENG,,,,,,41,4,0,0%,2,2,,,1
CAT3,BIOL,,,,,,380,4,1,0%,2,2,,,1
CAT3,CENG,,,,,,38,4,0,0%,2,2,,,1
CAT3,CHEM,,,,,,129,4,2,2%,2,3,,,1
CAT3,COGS,,,,,,260,4,1,0%,2,2,,,1
CAT3,COMM,,,,,,35,4,0,0%,2,2,,,1
CAT3,CSE,,,,,,169,4,3,2%,2,3,,,1
CAT3,DSC,,,,,,140,4,0,0%,2,2,,,1
CAT3,ECE,,,,,,103,4,4,4%,2,3,,,1
CAT3,ECON,,,,,,215,4,3,1%,2,3,,,1
CAT3,INTL,,,,,,92,4,2,2%,2,3,,,1
CAT3,MAE,,,,,,134,4,2,1%,2,3,,,1
CAT3,MATH,,,,,,296,4,1,0%,2,2,,,1
CAT3,PHYS,,,,,,30,3,0,0%,2,2,,,1
CAT3,POLI,,,,,,54,3,0,0%,2,2,,,1
CAT3,PSYC,,,,,,189,3,1,1%,2,2,,,1
CAT3,SE,,,,,,53,4,0,0%,2,2,,,1
CAT3,SIO,,,,,,39,4,1,3%,2,2,,,1
CAT3,SOC,,,,,,20,3,1,5%,2,2,,,1
CAT3,SPH,,,,,,48,4,0,0%,2,2,,,1
CAT3,UNAF,,,,,,103,4,2,2%,2,3,,,1
CAT3,USP,,,,,,46,3,1,2%,2,2,,,1
CAT3,VIS,,,,,,101,3,1,1%,2,2,,,1
CCE1,BIOL,,,,,,101,2,0,0%,7,7,,,4
CCE1,CHEM,,,,,,23,2,0,0%,7,7,,,4
CCE1,COGS,,,,,,22,2,1,5%,7,8,,,4
CCE1,DSC,,,,,,25,2,0,0%,7,7,,,4
CCE1,ECON,,,,,,52,2,0,0%,7,7,,,4
CCE1,MATH,,,,,,35,2,0,0%,7,7,,,4
CCE1,PSYC,,,,,,37,2,0,0%,7,7,,,4
CCE1,UNAF,,,,,,24,2,3,13%,7,9,,,4
CENG100,CENG,,,,,,328,3,15,5%,0,5,8.0,15.0,25
CENG101A,BENG,,,,,,199,6,12,6%,0,2,2.0,9.0,3
CENG101A,CENG,,,,,,298,6,8,3%,0,1,8.0,17.0,4
CENG101B,CENG,,,,,,310,6,15,5%,0,3,1.0,8.0,3
CENG101C,CENG,,,,,,291,3,4,1%,0,1,5.0,14.0,6
CENG102,CENG,,,,,,342,3,21,6%,0,7,5.0,12.0,28
CENG113,CENG,,,,,,352,4,34,10%,0,9,5.0,12.0,26
CENG114,CENG,,,,,,275,4,10,4%,0,3,0.0,2.0,1
CENG120,CENG,,,,,,326,3,4,1%,0,1,0.0,7.0,3
CENG122,CENG,,,,,,325,3,1,0%,0,0,4.0,13.0,1
CENG124A,CENG,,,,,,325,3,0,0%,0,0,1.0,10.0,0
CENG124B,CENG,,,,,,324,3,1,0%,0,0,0.0,9.0,1
CENG134,CENG,,,,,,172,3,6,3%,0,2,,,1
CENG15,CENG,,Y,Y,,,144,4,16,11%,0,4,7.0,11.0,14
CENG157,CENG,,,,,,162,3,9,6%,0,3,,,1
CENG15R,CENG,,,,,,155,2,9,6%,0,5,,,2
CENG160,CENG,,,,,,85,1,5,6%,0,5,,,5
CENG170,CENG,,,,,,159,4,5,3%,1,2,,,1
CENG175,CENG,,,,,,96,4,3,3%,3,4,,,1
CENG176A,CENG,,,,,,324,3,0,0%,0,0,1.0,10.0,0
CENG176B,CENG,,,,,,325,3,0,0%,0,0,0.0,9.0,0
CENG199,CENG,,,,,,47,9,0,0%,0,0,,,0
CENG4,CENG,,,,,,393,4,7,2%,0,2,9.0,15.0,7
CGS105,PSYC,,,,,,42,3,2,5%,3,4,,,1
CGS106,PSYC,,,,,,21,2,0,0%,3,3,,,2
CGS111,GLBH,,,,,,42,3,5,12%,1,3,,,1
CGS113,PSYC,,,,,,24,4,2,8%,1,2,,,0
CGS198,POLI,,,,,,20,3,0,0%,0,0,,,0
CGS2A,BIOL,,,,,,42,3,2,5%,4,5,,,2
CGS2A,PSYC,,,,,,51,3,2,4%,4,5,,,2
CHEM1,CHEM,,,,,,22,3,1,5%,0,0,,,0
CHEM100A,BIOL,,,,,,68,9,4,6%,3,3,,,0
CHEM100A,CHEM,,,,,,1099,9,37,3%,3,7,2.0,7.0,6
CHEM100B,CHEM,,,,,,188,6,7,4%,0,1,0.0,5.0,1
