Subject,Course,Year,Quarter,Title,Instructor,GPA,A,B,C,D,F,W,P,NP
COMM,10,16,FA,Introduction to Communication,"Boateng, Boatema",3.395,46.0%,29.5%,4.29%,0.95%,1.43%,1.19%,15.9%,0.47%
COMM,100A,16,FA,Situated Practices,"Vasquez, Olga A.",3.489,58.6%,33.6%,5.43%,0.72%,0.36%,0%,1.08%,0%
COMM,101,16,FA,Intro Audio-Vis Media Practice,"Martinico, Daniel J",3.776,90.2%,8.33%,1.38%,0%,0%,0%,0%,0%
COMM,101N,16,FA,MPL:Sound Prductn &amp; Manipulatn,"Martinico, Daniel J",3.675,75%,25%,0%,0%,0%,0%,0%,0%
COMM,102C,16,FA,Media &amp; Community Practicum,"Simon Salazar, Harry Love",3.674,84.2%,5.26%,10.5%,0%,0%,0%,0%,0%
COMM,102D,16,FA,MMPP: Practicum in Child Dev,"Collins, Caroline Imani",3.806,88.2%,5.88%,5.88%,0%,0%,0%,0%,0%
COMM,105G,16,FA,CT: Computer Game Studies,"McKinney, Carl Lee",2.92,24.2%,44.2%,24.2%,1.42%,0%,4.28%,1.42%,0%
COMM,106I,16,FA,CI : Internet Industry,"Medeiros, Benjamin",3.368,41.8%,48.8%,4.65%,0%,0%,4.65%,0%,0%
COMM,107,16,FA,Visual Culture,"Marzola, Luci A",3.312,39.2%,54.9%,0%,1.96%,0%,3.92%,0%,0%
COMM,109N,16,FA,MC: American News Media,"Hallin, Daniel C",3.206,30.3%,53.0%,12.1%,0%,1.51%,3.03%,0%,0%
COMM,111F,16,FA,CCP:Folklore and Communication,"Campion, Camille E",3.333,48.4%,42.4%,3.03%,6.06%,0%,0%,0%,0%
COMM,111G,16,FA,CCP: Popular Culture,"Medeiros, Benjamin",3.368,38.4%,55.3%,1.53%,0%,0%,1.53%,3.07%,0%
COMM,114G,16,FA,CSI: Gender and Science,"Klein, Sarah Ann",3.275,34.4%,55.1%,6.89%,0%,0%,3.44%,0%,0%
COMM,120N,16,FA,AMP: News Media Workshop,"Kleske, Andrew",3.77,72.5%,27.5%,0%,0%,0%,0%,0%,0%
COMM,132,16,FA,"Adv Topics-Comm, Poli &amp; Socty","Dominguez Rubio, Fernando",2.9,35%,20%,30%,5%,5%,5%,0%,0%
COMM,132,16,FA,"Adv Topics-Comm, Poli &amp; Socty","McKinney, Carl Lee",3.494,60.4%,29.1%,8.33%,0%,0%,2.08%,0%,0%
COMM,132,16,FA,"Adv Topics-Comm, Poli &amp; Socty","Pezzoli, Keith",3.78,71.4%,23.8%,0%,0%,0%,4.76%,0%,0%
COMM,146,16,FA,Adv Topics-Cultural Production,"Tanaka, Stefan A.",3.444,36.3%,45.4%,0%,0%,0%,9.09%,9.09%,0%
COMM,151,16,FA,The Info Age: Fact &amp; Fiction,"Burg, Suzanne M.M.",2.959,27.2%,50%,11.3%,0%,4.54%,4.54%,2.27%,0%
COMM,155,16,FA,"Latino Space, Place &amp; Culture","Zilberg, Elana",3.319,50%,34.3%,12.5%,0%,0%,3.12%,0%,0%
COMM,170,16,FA,Biography &amp; Life Stories,"Campion, Camille E",3.332,56.7%,32.4%,8.10%,0%,2.70%,0%,0%,0%
COMM,190,16,FA,Junior Seminar in Comm,"Gates, Kelly",3.448,54.5%,31.8%,9.09%,0%,0%,4.54%,0%,0%
COMM,190,16,FA,Junior Seminar in Comm,"Goldfarb, Brian",4,96.2%,0%,0%,0%,0%,3.70%,0%,0%
COMM,190,16,FA,Junior Seminar in Comm,"Gluzman, Ellen Yelena",3.333,42.8%,47.6%,9.52%,0%,0%,0%,0%,0%
CSE,3,16,FA,Fluency/Information Technology,"Marx, Susan S",3.261,39.7%,35.2%,9.94%,0.80%,1.07%,2.95%,9.40%,0.80%
CSE,5A,16,FA,Introduction to Programming I,"Marx, Susan S",2.875,29.7%,16.8%,15.8%,3.96%,4.95%,12.8%,8.91%,4.95%
CSE,8A,16,FA,Intro/Computer Sci: Java (I),"Langlois, Marina",3.297,67.5%,4.89%,14.3%,1.22%,3.97%,4.89%,2.44%,0.30%
CSE,8A,16,FA,Intro/Computer Sci: Java (I),"Cao, Yingjun",3.292,59.4%,20%,7.39%,0%,7.67%,1.64%,2.19%,1.64%
CSE,8B,16,FA,Intro/Computer Sci. Java (II),"Cao, Yingjun",2.896,28.7%,35.1%,14.8%,6.38%,3.19%,9.57%,2.12%,0%
CSE,11,16,FA,Intr/Computer Sci&amp;Obj-Ori:Java,"Ord, Richard",3.481,58.2%,22.2%,5.78%,1.44%,1.80%,7.95%,1.80%,0.72%
CSE,12,16,FA,Basic Data Struct &amp; OO Design,"Gillespie, Gary N",2.977,37.2%,28.7%,14.9%,4.85%,6.07%,5.66%,1.21%,0%
CSE,12,16,FA,Basic Data Struct &amp; OO Design,"Langlois, Marina",2.827,35.6%,21.2%,12.1%,3.03%,9.84%,17.4%,0.75%,0%
CSE,15L,16,FA,Software Tools&amp;Techniques Lab,"Altintas De Callaf, Ilkay",3.404,51.2%,28.1%,6.96%,0.99%,1.49%,3.23%,6.96%,0.49%
CSE,20,16,FA,Intro/Discrete Mathematics,"Lovett, Shachar",3.471,68.2%,17.6%,3.59%,1.19%,5.08%,2.99%,0.89%,0.29%
CSE,21,16,FA,Math/Algorithm&amp;Systems Analys,"Tiefenbruck, Janine LoBue",2.992,29.3%,40%,16.8%,0%,4.53%,6.13%,2.66%,0.53%
CSE,30,16,FA,Computer Organiz&amp;Systms Progrm,"Mirza, Diba",3.157,40.6%,35.6%,13.7%,0.93%,1.25%,5%,2.81%,0%
CSE,91,16,FA,Perspectives in CSE,"Swanson, Steven James",0,0%,0%,0%,0%,0%,2.63%,97.3%,0%
CSE,95,16,FA,Tutor Apprentice,"Cao, Yingjun",0,0%,0%,0%,0%,0%,1.56%,96.8%,0%
CSE,100,16,FA,Advanced Data Structures,"Alvarado, Christine J.",3.181,52.7%,22.2%,14.5%,1.85%,4.62%,3.70%,0.30%,0%
CSE,100,16,FA,Advanced Data Structures,"Sahoo, Debashis",2.549,29.0%,22.6%,17.0%,7.09%,11.3%,6.38%,0%,0%
CSE,101,16,FA,Design &amp; Analysis of Algorithm,"Jones, Miles E",3.221,43.6%,34.7%,13.6%,0%,2.23%,1.73%,0%,0%
CSE,103,16,FA,Practical Intro/Prob &amp; Stats,"Freund, Yoav",3.547,64.7%,26.5%,5.24%,1.49%,0%,1.87%,0%,0%
CSE,105,16,FA,Intro/Theory of Computation,"Micciancio, Daniele",2.778,26.9%,31.9%,23.9%,4.94%,3.42%,8.74%,0%,0%
CSE,105,16,FA,Intro/Theory of Computation,"Minnes Kemp, Mor Mia",2.843,22.0%,40.6%,30.6%,1.43%,0.47%,4.78%,0%,0%
CSE,110,16,FA,Software Engineering,"Kesden, Gregory M",3.837,83.5%,13.6%,1.70%,0.56%,0%,0.56%,0%,0%
CSE,118,16,FA,Ubiquitous Computing,"Weibel, Nadir",3.53,55.8%,41.1%,0%,0%,0%,2.94%,0%,0%
CSE,120,16,FA,Princ/Computer Operating Systm,"Voelker, Geoffrey M.",2.995,31.1%,38.0%,23.0%,0.40%,3.23%,3.23%,0.40%,0%
CSE,120,16,FA,Princ/Computer Operating Systm,"Zhou, Yuan-Yuan",2.829,27.3%,32.3%,31.6%,1.43%,2.15%,4.31%,0%,0%
CSE,123,16,FA,Computer Networks,"Savage, Stefan",2.771,22.1%,26.2%,11.4%,1.63%,7.37%,26.2%,1.63%,0%
CSE,127,16,FA,Intro to Computer Security,"Shacham, Hovav",2.845,28%,28%,22%,8%,2%,10%,0%,0%
CSE,130,16,FA,Progrmng Lang:Princpl&amp;Paradigm,"Lerner, Sorin",3.228,47.0%,35.1%,11.9%,2.58%,1.61%,1.61%,0%,0%
CSE,131,16,FA,Compiler Construction,"Jhala, Ranjit",2.898,36.1%,23.8%,36.1%,3.22%,0%,0.64%,0%,0%
CSE,132A,16,FA,Database System Principles,"Vianu, Victor Dan",2.732,14.4%,44.5%,22.0%,1.60%,3.61%,10.8%,0.40%,0%
CSE,140L,16,FA,Digital Systems Laboratory,"Orailoglu, Alex",2.595,18.3%,28.5%,14.2%,8.16%,6.12%,24.4%,0%,0%
CSE,140,16,FA,Component&amp;Desgn Tech/Digtl Sys,"Orailoglu, Alex",2.494,16%,22%,20%,0%,8%,34%,0%,0%
CSE,141,16,FA,Intro/Computer Architecture,"Porter, Leonard Emerson",2.937,31.1%,38.4%,22.7%,4.02%,2.19%,1.46%,0%,0%
CSE,141L,16,FA,Project/Computer Architecture,"Eldon, John",3.33,55.8%,11.6%,31.2%,0%,0%,1.25%,0%,0%
CSE,150,16,FA,Int Artif Intell:Search&amp;Reason,"Cottrell, Garrison W",3.213,35.7%,47.6%,11.9%,0%,0.59%,2.38%,1.19%,0%
CSE,166,16,FA,Image Processing,"Ochoa, Benjamin Lawrence",3.002,33.3%,40%,10%,8.33%,1.66%,6.66%,0%,0%
CSE,167,16,FA,Computer Graphics,"Schulze, Jurgen P.",3.345,41.4%,25.2%,7.07%,0%,3.03%,22.2%,1.01%,0%
CSE,170,16,FA,Interaction Design,"Guo, Philip J",3.739,77.9%,21.3%,0.73%,0%,0%,0%,0%,0%
CSE,180,16,FA,Biology Meets Computing,"Raiko, Mikhail P.",3.709,69.2%,17.9%,2.56%,0%,0%,2.56%,2.56%,0%
CSE,190,16,FA,Topics/Computer Sci &amp; Engineer,"Paturi, Ramamohan",3.626,61.5%,33.8%,0%,0%,0%,4.61%,0%,0%
CSE,190,16,FA,Topics/Computer Sci &amp; Engineer,"Cottrell, Garrison W",3.16,35.1%,39.1%,17.5%,0%,0%,8.10%,0%,0%
CSE,190,16,FA,Topics/Computer Sci &amp; Engineer,"Deutsch, Alin Bernard",3.64,62.2%,24.5%,3.77%,0%,0%,5.66%,1.88%,0%
CSE,190,16,FA,Topics/Computer Sci &amp; Engineer,"Kumar, Rakesh",3.616,68.6%,31.3%,0%,0%,0%,0%,0%,0%
CSE,191,16,FA,Semnr/Computer Sci &amp; Engineer,"Alvarado, Christine J.",3.15,2.56%,5.12%,2.56%,0%,0%,2.56%,87.1%,0%
CSE,191,16,FA,Semnr/Computer Sci &amp; Engineer,"Halicioglu, Daniel T",3.933,25%,0%,0%,0%,0%,2.77%,69.4%,2.77%
DOC,1,16,FA,Diversity,"Mariscal, George",3.219,31.3%,58.8%,7.27%,0.31%,0.63%,1.58%,0%,0%
DOC,1,16,FA,Diversity,"Nguyen, Linh Thuy",3.362,39.8%,55.5%,3.49%,0%,0%,1.04%,0%,0%
DOC,1,16,FA,Diversity,"Strom, Megan C.",3.274,32.8%,63.9%,1.74%,0.69%,0.69%,0%,0%,0%
DOC,100D,16,FA,Promises&amp;Contradictions/USCult,"Gagnon, Jeffrey C",3.319,40%,36%,4%,4%,0%,0%,16%,0%
DOC,100D,16,FA,Promises&amp;Contradictions/USCult,"Pass, Natalye Joann",3.673,79.0%,11.6%,2.32%,0%,2.32%,0%,4.65%,0%
ECE,5,16,FA,Intro to ECE,"Nguyen, Truong Quang",0,0%,0%,0%,0%,0%,4.76%,90.4%,4.76%
ECE,15,16,FA,Engineering Computation,"Orlitsky, Alon",2.654,22.4%,26.8%,29.7%,3.90%,4.39%,10.7%,1.95%,0%
ECE,25,16,FA,Introduction to Digital Design,"Lin, Bill",2.847,28%,40%,14.6%,8%,2.66%,5.33%,1.33%,0%
ECE,35,16,FA,Introduction to Analog Design,"Ford, Joseph Earl",2.555,19.5%,26.2%,26.2%,13.4%,1.54%,12.8%,0%,0%
ECE,45,16,FA,Circuits and Systems,"Zeger, Kenneth A.",2.341,18.6%,34.0%,18.6%,9.89%,14.2%,3.29%,0%,0%
ECE,100,16,FA,Linear Electronic Systems,"Maralani, Ayden",2.807,19.2%,47.7%,24.7%,5.04%,1.37%,1.83%,0%,0%
ECE,101,16,FA,Linear Systems Fundamentals,"Siegel, Paul H.",2.441,22.7%,27.4%,23.6%,9.00%,9.47%,7.58%,0%,0%
ECE,102,16,FA,Intro/Active Circuit Design,"Maralani, Ayden",2.573,17.0%,29.7%,31.9%,4.25%,3.19%,13.8%,0%,0%
ECE,103,16,FA,Fundamntls/Devices &amp; Materials,"Ng, Tse Nga",2.846,20.2%,43.9%,29.7%,0.67%,0.67%,4.05%,0.67%,0%
ECE,107,16,FA,Electromagnetism,"Lomakin, Vitaliy",2.493,20%,25.4%,21.8%,0%,12.7%,20%,0%,0%
ECE,111,16,FA,Advanced Digital Design Proj,"Koushanfar, Farinaz",3.142,45.5%,28.5%,15.1%,3.57%,0.89%,6.25%,0%,0%
ECE,121A,16,FA,Power Sys Analysis &amp; Fundmntls,"Esmaili, Gholamreza",2.869,21.2%,52.5%,23.7%,2.5%,0%,0%,0%,0%
ECE,145AL,16,FA,Acoustics Laboratory,"Hildebrand, John A",3.888,94.1%,5.88%,0%,0%,0%,0%,0%,0%
ECE,153,16,FA,Probability&amp;Random Process/Eng,"Lugannani, Robert",2.975,37.5%,33.3%,18.7%,6.25%,3.12%,1.04%,0%,0%
ECE,154A,16,FA,Communications Systems I,"Milstein, Laurence B.",2.864,31.8%,31.8%,27.2%,9.09%,0%,0%,0%,0%
ECE,157A,16,FA,Communications Systems Lab I,"Ling, Patrick L",3.882,83.3%,8.33%,0%,0%,0%,8.33%,0%,0%
ECE,158A,16,FA,Data Networks I,"Javidi, Tara",3.1,6.52%,60.8%,2.17%,0%,0%,30.4%,0%,0%
ECE,161A,16,FA,Intr/Digital Signal Processing,"Rao, Bhaskar D.",2.941,23.6%,46.2%,20.4%,0%,3.22%,5.37%,1.07%,0%
ECE,164,16,FA,Analog Integrtd Circuit Design,"Hall, Drew A.",2.926,26.4%,33.0%,26.4%,1.88%,0.94%,9.43%,0%,0%
ECE,166,16,FA,Microwave Systems and Circuits,"Rebeiz, Gabriel",3.088,43.3%,26.4%,15.0%,3.77%,2.83%,8.49%,0%,0%
ECE,171B,16,FA,Linear Control System Theory,"Sworder, David D.",3.197,44.2%,37.1%,17.1%,0%,0%,1.42%,0%,0%
ECE,174,16,FA,Intro/Linear&amp;Nonlinear Optimiz,"Kreutz-Delgado, Kenneth",3.126,27.4%,45.9%,11.2%,1.61%,0.80%,12.9%,0%,0%
ECE,180,16,FA,Topics in ECE,"Abi Samra, Nicholas Camill",3.743,80%,20%,0%,0%,0%,0%,0%,0%
ECE,180,16,FA,Topics in ECE,"Kumar, Rakesh",3.68,80%,20%,0%,0%,0%,0%,0%,0%
ECE,182,16,FA,Electromagnetic Optcs/GW&amp;FbrOp,"Lomakin, Vitaliy",3.381,47.8%,30.4%,13.0%,0%,0%,8.69%,0%,0%
ECE,187,16,FA,Intro/Biomed Imaging &amp; Sensing,"Liu, Zhaowei",3.228,37.5%,41.6%,8.33%,0%,2.08%,10.4%,0%,0%
ECE,191,16,FA,Engineering Group Design Proj,"Cosman, Pamela C.",3.334,39.4%,55.2%,5.26%,0%,0%,0%,0%,0%
ECON,1,16,FA,Principles of Microeconomics,"Antonovics, Kate L.",2.801,33.9%,26.6%,18.1%,8.74%,4.87%,3.54%,2.76%,1.21%
ECON,2,16,FA,Market Imperfections &amp; Policy,"Antonovics, Kate L.",2.841,27.6%,25.8%,15.3%,4.92%,4.61%,2.76%,13.2%,5.53%
ECON,3,16,FA,Principles of Macroeconomics,"Santamaria, Martin I",2.957,29.1%,33.3%,25%,2.08%,2.08%,0.69%,7.63%,0%
ECON,4,16,FA,Financial Accounting,"Willoughby, Michael Gene",2.694,22.7%,34.9%,22.7%,6.50%,4.47%,4.87%,3.25%,0.40%
ECON,100A,16,FA,Microeconomics A,"Sinitsyn, Maxim",2.717,22.4%,28.2%,23.6%,8.45%,0.87%,9.32%,6.12%,0.58%
ECON,100B,16,FA,Microeconomics B,"Sher, Itai",2.874,30.8%,32.1%,27.2%,1.89%,1.89%,3.51%,2.43%,0%
ECON,100C,16,FA,Microeconomics C,"Levkoff, Steven B.",2.958,37.2%,26.8%,29.3%,1.79%,1.43%,2.50%,0.35%,0.35%
ECON,100A,16,FA,Microeconomics A,"Jimenez-Martinez, Antonio",2.848,27.4%,31.4%,25.7%,2.28%,2.85%,6.28%,2.28%,1.71%
ECON,100AH,16,FA,Honors Microeconomics A,"Machina, Mark Joseph",4,100%,0%,0%,0%,0%,0%,0%,0%
ECON,109,16,FA,Game Theory,"Levkoff, Steven B.",2.984,28.0%,31.8%,24.7%,2.19%,0%,7.14%,5.49%,0.54%
ECON,110A,16,FA,Macroeconomics A,"Candido, Maria Teresa",2.904,28.2%,33.8%,28.8%,2.50%,1.56%,3.13%,1.25%,0.62%
ECON,110B,16,FA,Macroeconomics B,"Candido, Maria Teresa",2.911,30.2%,31.8%,31.8%,2.16%,1.62%,2.16%,0%,0%
ECON,111,16,FA,Monetary Economics,"Cohen, Darrel Steven",2.853,24.7%,32.9%,27.0%,1.56%,2.35%,9.01%,1.56%,0.78%
ECON,113,16,FA,Mathematical Economics,"Toda, Alexis Akira",2.718,12.1%,45.4%,24.2%,0%,3.03%,9.09%,6.06%,0%
ECON,120A,16,FA,Econometrics A,"Santamaria, Martin I",2.992,31.4%,34.0%,29.3%,1.03%,0.51%,2.57%,1.03%,0%
ECON,120B,16,FA,Econometrics B,"Foster, Carroll Baldwin",2.672,22.7%,27.5%,34.0%,2.38%,4.76%,7.48%,1.02%,0%
ECON,120A,16,FA,Econometrics A,"O, Mun Pyung",2.799,24.8%,26%,31.2%,1.2%,2.8%,9.2%,4.4%,0.4%
ECON,120AH,16,FA,Honors Econometrics A,"Santos, Andres",3.923,92.3%,7.69%,0%,0%,0%,0%,0%,0%
ECON,120C,16,FA,Econometrics C,"Beare, Brendan",2.794,26.8%,36.5%,15.4%,0%,8.76%,11.3%,1.03%,0%
ECON,131,16,FA,Economics of the Environment,"Jacobsen, Mark",3.01,28.6%,41.7%,22.7%,0.62%,0.31%,2.80%,2.80%,0.31%
ECON,142,16,FA,Behavioral Economics,"Trevino, Isabel",3.2,31.2%,59.3%,3.12%,0%,0%,0%,6.25%,0%
ECON,147,16,FA,Economics of Education,"Betts, Julian",2.881,34.8%,27.1%,20.1%,3.10%,5.42%,6.97%,1.55%,0.77%
ECON,162,16,FA,Economics of Mexico,"Watkins, Deborah A",3.115,34.0%,39.2%,22.2%,0.74%,0%,2.22%,1.48%,0%
ECON,171,16,FA,Decisions Under Uncertainty,"Newhouse, Herbert S",2.811,22.4%,41.8%,27.2%,2.72%,1.81%,2.12%,1.81%,0%
ECON,172A,16,FA,Operations Research A,"Newhouse, Herbert S",2.868,22.2%,43.9%,30.6%,1.05%,0.52%,1.05%,0.52%,0%
ECON,173A,16,FA,Financial Markets,"Komunjer, Ivana",3.406,47.6%,44.2%,6.80%,0%,0%,0.42%,0.85%,0%
ECON,173B,16,FA,Corporate Finance,"Ramey, Garey",2.998,40.7%,24.0%,29.6%,3.70%,0%,1.85%,0%,0%
ECON,176,16,FA,Marketing,"Sinitsyn, Maxim",2.742,22.9%,36.0%,21.3%,6.55%,3.27%,8.19%,0%,1.63%
ECON,178,16,FA,Economic&amp;Business Forecasting,"Foster, Carroll Baldwin",2.845,33.5%,19.3%,36.1%,3.14%,1.57%,6.28%,0%,0%
ECON,191A,16,FA,Senior Essay Seminar A,"Starr, Ross",3.968,100%,0%,0%,0%,0%,0%,0%,0%
EDS,50,16,FA,CASP Frosh Intro Course,"Daly, Alan J.",0,0%,0%,0%,0%,0%,0.66%,98%,1.33%
EDS,114,16,FA,Cogn Develp&amp;Intractv Compt Env,"Simon, Elizabeth A",4,88.8%,0%,0%,0%,0%,0%,5.55%,0%
EDS,117,16,FA,"Language, Culture &amp; Education","Chung, Luz Marina",3.545,50.7%,23.0%,7.69%,0%,0%,0%,15.3%,3.07%
EDS,117,16,FA,"Language, Culture &amp; Education","Gallagher-Geurtsen, Tricia Meghan",3.691,63.6%,18.1%,1.51%,0%,0%,0%,13.6%,3.03%
EDS,118,16,FA,Adolescent Devlp &amp; Education,"Mulloy, Austin Madison",3.852,95.2%,2.38%,0%,0%,2.38%,0%,0%,0%
EDS,125,16,FA,"Hist,Polic&amp;Theory/Bilingual Ed","Allen, Bobbie M",3.752,78.2%,10.1%,0%,1.44%,0%,1.44%,8.69%,0%
EDS,126,16,FA,Social Organization/Education,"Binder, Amy",3.052,14.8%,55.5%,7.40%,0%,0%,11.1%,11.1%,0%
EDS,129A,16,FA,Intro/Teach&amp;Learn (Secondary),"Millstone, Rachel Diana",3.896,92.4%,7.54%,0%,0%,0%,0%,0%,0%
EDS,130,16,FA,Intro/Acad Ment/Elem Schl Stdn,"Holtzman, Caren Lynn",3.755,80.8%,6.38%,6.38%,0%,0%,2.12%,4.25%,0%
EDS,131,16,FA,Early Child Dev &amp; Education,"Cohen, Shana R",3.524,55.5%,11.1%,7.40%,3.70%,0%,0%,22.2%,0%
EDS,136,16,FA,Intro/Acad Tut/Second Schl Std,"Jones, Makeba",4,92.4%,0%,0%,0%,0%,0%,7.54%,0%
EDS,139,16,FA,Practicum in Teaching/Learning,"Cohen, Shana R",0,0%,0%,0%,0%,0%,0%,96.2%,3.70%
EDS,139,16,FA,Practicum in Teaching/Learning,"Holtzman, Caren Lynn",0,0%,0%,0%,0%,0%,1.96%,98.0%,0%
EDS,139,16,FA,Practicum in Teaching/Learning,"Millstone, Rachel Diana",0,0%,0%,0%,0%,0%,0%,79.6%,0%
EDS,150,16,FA,CASP Transfer Intro Course,"Daly, Alan J.",0,0%,0%,0%,0%,0%,3.12%,96.8%,0%
ENVR,30,16,FA,Environmental Issues:Nat Sci,"Gowan, Jennifer",3.179,42.6%,37.3%,7.82%,0.86%,2.60%,0%,6.95%,1.73%
ERC,1,16,FA,First Year Experience,"Herbst, Matthew",0,0%,0%,0%,0%,0%,1.13%,98.8%,0%
ERC,89,16,FA,Practicum in Math Tutoring,"Evans, Ivan T",0,0%,0%,0%,0%,0%,10%,90%,0%
ESYS,87,16,FA,Freshman Seminar,"Teranes, Jane",0,0%,0%,0%,0%,0%,0%,93.7%,6.25%
ESYS,90,16,FA,Undergraduate Seminar,"Teranes, Jane",0,0%,0%,0%,0%,0%,4.34%,95.6%,0%
ESYS,101,16,FA,Environmental Biology,"Allen, Eric",3.271,38.8%,42.0%,11.1%,0%,0.79%,4.76%,2.38%,0%
ETHN,1,16,FA,Intro: Land and Labor,"Frank, Ross H.",3.599,52.5%,13.3%,2.27%,0.25%,1.26%,1.01%,28.7%,0.50%
ETHN,100A,16,FA,Theoretical Approaches,"Kaplan, Sara Clarke",3.412,70.5%,20.5%,2.94%,0%,5.88%,0%,0%,0%
ETHN,101,16,FA,Ethnic Images in Film,"Kini, Ashvin Rathnanand",3.504,49.2%,29.2%,4.61%,0%,0%,3.07%,13.8%,0%
ETHN,103,16,FA,Environmental Racism,"Harper, Mattie Marie",3.764,81.2%,14.5%,2.08%,0%,0%,0%,2.08%,0%
ETHN,111,16,FA,Native American Literature,"Harper, Mattie Marie",3.768,75%,15%,5%,0%,0%,5%,0%,0%
ETHN,116,16,FA,US-Mexico Bordr/Comp. Perspect,"De Leon, Justin",3.577,60.9%,31.7%,2.43%,0%,0%,0%,4.87%,0%
ETHN,117,16,FA,Organic Social Movements,"Kini, Ashvin Rathnanand",3.02,23.0%,51.2%,12.8%,0%,2.56%,2.56%,7.69%,0%
ETHN,119,16,FA,Race in the Americas,"Nguyen, Linh Thuy",3.283,38.0%,38.0%,9.52%,0%,0%,4.76%,4.76%,4.76%
ETHN,122,16,FA,Asian American Cult &amp; Identity,"Villegas, Mark Redondo",3.879,81.4%,5.55%,0%,0%,0%,0%,12.9%,0%
ETHN,151,16,FA,Ethnic Politics in America,"Villegas, Mark Redondo",3.4,55%,15%,15%,0%,0%,0%,15%,0%
ETHN,154,16,FA,History of Mexican America,"Gutierrez, David G",2.842,11.7%,41.1%,17.6%,0%,0%,17.6%,11.7%,0%
ETHN,155,16,FA,U.S. Militarism,"Espiritu, Yen",3.678,65%,27.5%,0%,0%,0%,5%,2.5%,0%
ETHN,178,16,FA,Blues: An Oral Tradition,"Charney, Joshua Jamsheed",3.785,77.2%,9.09%,4.54%,0%,0%,4.54%,0%,4.54%
FPMU,40,16,FA,Introduction to Public Health,"Anderson, Cheryl Ann Marie",3.03,29.6%,48.8%,12.8%,5.6%,0.8%,2.4%,0%,0%
FPMU,101,16,FA,Epidemiology,"Brouwer, Kimberly",3.263,42.4%,45.2%,10.9%,1.36%,0%,0%,0%,0%
FPMU,110,16,FA,Health Behavior &amp; Chronic Dis,"Hartman, Sheri R",3.22,37.8%,53.6%,7.36%,0%,1.05%,0%,0%,0%
FPMU,130,16,FA,Environment &amp; Occuption Health,"Ryan, Margaret Angela Kapp",3.546,63.9%,31.1%,4.91%,0%,0%,0%,0%,0%
FPMU,180A,16,FA,Advanced Practicum I,"Navarro, Ana",3.979,100%,0%,0%,0%,0%,0%,0%,0%
HDP,1,16,FA,Intro to Human Development,"Ackerman, Farrell",3.377,53.1%,34.3%,8.75%,0%,0%,1.25%,2.5%,0%
HDP,111,16,FA,Evolution in Human Development,"Most, Corinna",3.406,55.5%,16.6%,22.2%,0%,0%,0%,5.55%,0%
HDP,150,16,FA,Senior Seminar,"Blumenthal, Emily Jeanne",3.817,83.3%,16.6%,0%,0%,0%,0%,0%,0%
HDP,181,16,FA,Exper Proj/Human Dev. Research,"Blumenthal, Emily Jeanne",3.269,46.8%,34.3%,15.6%,3.12%,0%,0%,0%,0%
HDP,191,16,FA,Field Resrch/Human Development,"Reese, Clarissa Jane",3.138,25.9%,48.1%,14.8%,0%,0%,11.1%,0%,0%
HIEA,152,16,FA,Hist.&amp;Cultures/Korean Diaspora,"Henry, Todd A.",3.209,28.5%,35.7%,14.2%,0%,0%,0%,21.4%,0%
HIEU,106,16,FA,"Egypt, Greece, and Rome","Demetriou, Denise",3.17,16.9%,54.2%,8.47%,0%,0%,5.08%,15.2%,0%
HIEU,142,16,FA,Euro Intellct Hist: 1780-1870,"Frolich, Margrit Luise",3.62,67.2%,18.1%,5.45%,0%,0%,1.81%,7.27%,0%
HIEU,148,16,FA,How Women Changed Europe,"Hertz, Deborah",3.551,66%,20%,2%,0%,2%,0%,10%,0%
HIEU,154,16,FA,Mod German/Bismarck to Hitler,"Biess, Frank Peter",3.459,41.4%,39.8%,0.81%,0%,0%,1.62%,16.2%,0%
HILA,123,16,FA,The Incas and Their Ancestors,"Hunefeldt, Christine",3.134,33.3%,28.2%,10.2%,0%,2.56%,7.69%,17.9%,0%
HILD,2A,16,FA,United States History,"Wishon, Mark T",3.303,26.8%,30%,4.21%,0%,0.52%,3.15%,34.7%,0.52%
HILD,7A,16,FA,Race &amp; Ethnicity/United States,"Graham, Jessica Lynn",3.487,31.9%,21.8%,2.45%,0.27%,0%,1.36%,41.2%,0.81%
HILD,10,16,FA,East Asia: The Great Tradition,"Schneewind, Sarah",3.262,31.6%,13.5%,3.87%,0.64%,3.22%,3.87%,41.2%,1.93%
HINE,114,16,FA,History/Islamic Middle East,"Kayali, Hasan",3.094,26.8%,44.7%,4.47%,0%,4.47%,2.98%,16.4%,0%
HINE,120,16,FA,Middle East in the New Century,"Provence, Michael",3.284,35.3%,33.8%,6.15%,0%,1.53%,1.53%,21.5%,0%
HINE,131,16,FA,Intro Old Testament: Poetic,"Propp, William Henry",2.625,20%,20%,30%,10%,0%,0%,20%,0%
HISC,116,16,FA,History of Bioethics,"Gere, Catherina M.",3.483,51.3%,27.5%,0%,0%,1.83%,0.91%,18.3%,0%
HITO,104,16,FA,Jews &amp; Judaism/Ancient&amp;Medievl,"Goodblatt, David",3.4,31.5%,47.3%,0%,0%,0%,5.26%,10.5%,5.26%
HITO,196,16,FA,Honors Seminar,"Molina, Natalia",3.783,83.3%,16.6%,0%,0%,0%,0%,0%,0%
